id,texto,rotulo
2234,"Setor de academias está em estado crítico, diz presidente da Smart Fit. Um homem de terno e gravata segurando um microfone. um homem de terno e gravata segurando um microfone, um homem de terno e gravata está segurando um microfone.",VERDADEIRO
2238,Twitter afirma que funcionários poderão trabalhar de casa para sempre. um banco de madeira na frente de um prédio. um banco de madeira ao lado de uma parede de tijolos. um banco de madeira ao lado de uma cerca de madeira.,VERDADEIRO
2244,Instagram agora permite remoção de vários comentários de uma única vez. uma colagem de fotos mostrando uma tela de computador. uma colagem de fotos mostrando uma tela de computador uma colagem de fotos com um laptop e um monitor.,VERDADEIRO
2247,Financiamentos de veículos novos e usados caem 56% em abril. um grupo de pessoas em volta de um carro. um grupo de pessoas de pé na frente de um carro. um grupo de pessoas de pé na frente de um caminhão.,VERDADEIRO
2250,Embraer culpa queda em entregas de jatos a acordo fracassado com Boeing. Um grande Delineador sentado em cima de um aeroporto. Um grande jato sentado em cima de uma passarela de aeroporto. Um grande jato sentado em cima de uma passarela.,VERDADEIRO
2257,IBGE anuncia ressarcimento de taxa de inscrição de concurso para 208 mil vagas via aplicativo. um homem de pé em frente a uma cerca segurando um taco de beisebol. um homem parado em frente a uma cerca segurando um morcego. um homem parado em frente a uma cerca segurando uma câmera.,VERDADEIRO
2258,"Governo libera o registro de 22 agrotóxicos genéricos para uso dos agricultores. Um hidrante cuspindo água numa rua, um hidrante espirrando água na rua. Um hidrante espirrando água na rua.",VERDADEIRO
2273,"Jogador turco confessa que matou o próprio filho, de 5 anos, no hospital. Um jovem vestindo gravata e óculos. Um jovem vestindo gravata e uma camisa. Um jovem vestindo gravata e óculos.",VERDADEIRO
2277,PF é acionada para investigar clonagem de cartões de programa da Capes - JBr.. Um sinal de parada vermelha sentado no lado de uma estrada. um sinal de parada com grafite escrito nele. um sinal de parada com grafite escrito nele.,VERDADEIRO
2303,Praga digital ataca brasileiros com mensagens sobre o coronavírus e comandos escondidos em canais do YouTube. uma colagem de fotos de uma pessoa segurando um wii controle remoto uma colagem de fotos de um homem segurando um wii remotamente colagem de fotos de um homem segurando um wii remoto.,VERDADEIRO
2306,Facebook fecha acordo e vai pagar US$ 52 milhões a moderadores que desenvolveram estresse pós-traumático. Uma sala cheia de computadores e monitores. Uma sala cheia de vários monitores de computador. Uma sala cheia de computadores e monitores em uma mesa.,VERDADEIRO
312,"Papa envia terço a Lula, preso político há 67 dias.. um bolo em forma de um trem em uma mesa. um bolo em forma de um trem está sobre uma mesa. um bolo em forma de um trem em uma mesa.",VERDADEIRO
