id,rotulo,texto
1881,FALSO,a group of men standing next to each other . a group of men standing next to each other in a room . a group of men standing next to each other on a wooden bench .
1882,FALSO,a collage of photos of a person holding a tennis racket a collage of pictures of a man holding a tennis racket . a collage of photos of a man holding a tennis racket
1883,VERDADE,a person with a tie on their head . a person with a tie on their head a person with a tie and a tie .
1884,FALSO,a white refrigerator freezer sitting next to a wall . a white refrigerator freezer sitting next to a window . a white refrigerator freezer sitting in front of a building .
1885,FALSO,a black and white photo of a man holding a skateboard . a black and white photo of a man holding a surfboard . a black and white photo of a man holding a skateboard
1886,FALSO,a city street filled with lots of traffic . a city street filled with lots of traffic next to tall buildings . a city street filled with lots of traffic and tall buildings .
1887,VERDADE,a pile of luggage sitting on top of a wooden floor . a pile of luggage sitting on top of a table . a pile of luggage sitting on top of a floor .
1888,VERDADE,a bride and groom cutting their wedding cake . a bride and groom are cutting their wedding cake . a bride and groom cutting their wedding cake
1889,FALSO,a group of people riding skateboards down a ramp . a group of people riding skateboards on a ramp . a man riding a skateboard down a ramp .
1890,VERDADE,a water fountain with a toothbrush in it . a water fountain with a toothbrush in it a water bottle with a toothbrush in it .
1891,VERDADE,a young boy sitting on a bed with a laptop . a little boy sitting on a bed with a laptop . a young boy sitting in a chair with a laptop .
1892,VERDADE,a sign that is hanging on a wall . a sign that is hanging from a wall . a sign that is hanging from a pole .
1893,VERDADE,a pile of books sitting on top of a desk . a pile of books sitting on top of a table . a pile of books sitting on top of a wooden desk .
1894,FALSO,a close up of a snow covered ground a close up of a person holding a pair of scissors a close up of a person holding a pair of skis
1895,FALSO,a close up of a toaster oven on a counter a close up of a toaster oven on a table a close up of a stove with a bunch of items on it
1896,VERDADE,a group of people sitting around a table . a group of people sitting around a table with laptops . a group of people in a room with a lot of luggage .
1897,VERDADE,an airplane flying over a body of water . a plane is flying over a body of water . a plane is flying over a body of water
1898,FALSO,a group of men standing next to each other . a group of young men standing next to each other . a group of men in suits and ties .
1899,FALSO,a close up of a person holding a cell phone a close up of a person holding a pair of scissors a close up of a person holding a cell phone .
1900,FALSO,a man riding a skateboard up the side of a ramp . a man riding a skateboard down the side of a ramp . a man riding a skateboard down a ramp .
1901,VERDADE,a bathroom with a toilet and a shower . a white toilet sitting next to a window . a white toilet sitting next to a window in a bathroom .
1902,FALSO,a man wearing a tie and a white shirt . a man wearing a tie and a shirt . a man wearing a tie and a black shirt .
1903,VERDADE,a man wearing a hat and a hat . a man wearing a hat and a baseball hat . a man wearing a hat and a baseball cap .
1904,VERDADE,a close up of a vase with flowers in it a bunch of flowers that are in a vase . a bunch of flowers that are in a vase
1905,VERDADE,a group of young men playing a game of frisbee . a group of men playing a game of frisbee . a group of people playing a game of frisbee .
1906,FALSO,a man and a woman standing next to each other . a man and a woman standing next to each other in a room . a man and a woman standing next to each other in front of a table .
1907,VERDADE,a black and white photo of a toaster oven . a black and white photo of a toaster oven a black and white photo of a toaster and a toaster oven
1908,VERDADE,a group of people riding bikes down a street . a group of people riding bikes down a city street . a group of people riding bikes down a road .
1910,FALSO,a large group of people standing in a room . a large group of people standing in a room a large group of people standing on a street corner .
1911,FALSO,a man sitting on a couch with a laptop . a man sitting on a couch holding a laptop . a man sitting on a couch with a laptop in his hand .
1912,FALSO,a statue of a man on a horse . a statue of a man on a horse a statue of a man in a suit and tie .
1913,VERDADE,a man wearing a helmet and goggles standing in the snow . a man wearing a helmet and goggles standing in the snow a man wearing a helmet and goggles on a ski slope .
1914,FALSO,a black and white cat sitting on top of a sign . a black and white cat sitting on top of a book . a black and white cat sitting on top of a book shelf .
1915,VERDADE,a clock tower in the middle of a city . a large building with a clock on it a clock tower in the middle of a city
1916,FALSO,a group of people sitting around a table . a group of people sitting at a table with wine glasses . a group of people sitting around a table with wine glasses .
1918,VERDADE,a close up of a street sign with a sky background a close up of a stop sign with a sky background a close up of a traffic sign with a sky background
1919,VERDADE,a black and white photo of a clock tower . a black and white photo of a building with a clock a black and white photo of a clock on a building
1920,VERDADE,a couple of people that are sitting on a couch a couple of people that are sitting down . a man and a woman are sitting on a couch .
1921,VERDADE,a black and white cat sitting on top of a toilet . a black and white cat sitting on top of a table . a black and white cat sitting on top of a white toilet .
1922,FALSO,a woman standing on skis in the snow . a woman standing on a snowboard in the snow . a woman standing on skis in the snow
1923,VERDADE,a person holding a pair of scissors in their hands . a person is holding a pair of scissors a person holding a pair of scissors on a table .
1924,FALSO,a man in a suit and tie is holding a teddy bear . a man in a suit and tie holding up a sign . a man in a suit and tie is holding a clock .
1925,FALSO,a window with a vase with flowers in it a window with a vase of flowers on it . a window with a vase with flowers in it .
1926,FALSO,a collage of photos of a man holding a wii controller . a collage of photos of a person holding a wii remote a collage of photos of a man holding a wii remote .
1927,FALSO,a teddy bear sitting on top of a table . a teddy bear sitting on top of a shelf . a teddy bear is sitting on a table
1928,FALSO,a black and white photo of a small airplane . a black and white photo of a small plane a black and white photo of a small airplane
1929,VERDADE,a sign that is on top of a wall . a sign that is on top of a pole . a sign that is on top of a wall
1930,FALSO,"a white plate topped with meat and vegetables . a white plate topped with meat and veggies . a white plate topped with meat , potatoes and vegetables ."
1931,VERDADE,a man standing next to a fire hydrant . a man standing in front of a building holding a frisbee . a man standing in front of a building holding a skateboard .
1932,VERDADE,"a bathroom with a toilet and a shower . a bathroom with a toilet and a shower a bathroom with a toilet , sink and shower ."
1933,FALSO,a pair of scissors sitting on top of a table . a pair of scissors sitting on a table . a pair of scissors and a pair of scissors .
1935,FALSO,a woman holding a teddy bear in front of a clock . a woman holding a teddy bear in front of a wall . a woman is holding a teddy bear in a store
1936,FALSO,a living room filled with furniture and a fire place . a living room with a christmas tree in it a living room with a christmas tree in it .
1937,VERDADE,a person holding a doughnut in their hand . a person holding a doughnut in their hands . a person holding a doughnut in their hand
1938,FALSO,a group of birds standing on top of a sandy beach . a group of birds sitting on top of a sandy beach . a group of birds standing on top of a beach .
1939,FALSO,a woman with glasses and a tie is smiling . a woman wearing a tie and a sweater . a woman with glasses and a tie is smiling
1940,VERDADE,a young boy wearing a tie and a shirt . a young boy wearing a tie and a hat . a young boy wearing a tie and a red shirt .
1941,VERDADE,a group of people sitting on top of a snow covered slope . a group of people sitting in the snow with snowboards . a group of people sitting on top of snow covered ground .
1942,FALSO,a man holding a skateboard in front of a building . a man holding a skateboard in front of a sign . a man holding a skateboard in front of a building
1943,FALSO,a group of men standing next to each other . a group of men standing next to each other on a stage . a group of men standing next to each other on a field .
1944,VERDADE,a man standing in a room with a clock . a man standing in front of a mirror in a room . a man standing in front of a mirror holding a camera .
1945,VERDADE,a bird perched on top of a brick building . a bird perched on top of a brick wall . a bird is perched on top of a building .
1946,VERDADE,a close up of a nintendo wii console a close up of a nintendo wii with a remote a close up of a nintendo wii console on a table
1947,VERDADE,a view of a city from a plane window . a view of a city from a plane window a view of a city from a window of a plane .
1948,FALSO,a large body of water surrounded by trees . a large body of water next to a forest . a large body of water surrounded by trees
1949,FALSO,a vase filled with flowers on top of a table . a vase filled with flowers on top of a wooden table . a vase filled with purple flowers on top of a table .
1950,FALSO,a person holding a surf board near a body of water a person holding a surf board in front of a body of water a person holding a surf board near a building
1951,VERDADE,a man wearing a hat and a hat . a man wearing a hat and a tie a man wearing a hat and sunglasses holding a cell phone .
1952,VERDADE,a picture of a man in a suit and tie . a picture of a man holding a cell phone . a picture of a man in a suit and tie
1953,VERDADE,a woman holding a teddy bear in her hands . a woman holding a teddy bear in her arms . a woman holding a teddy bear in her hand .
1954,FALSO,a black and white photo of a group of people a black and white photo of a group of people . a black and white photo of a man and a woman
1955,VERDADE,a group of men standing next to each other . a group of men standing next to each other on a field . a group of men standing around each other .
1956,VERDADE,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a suit is holding a microphone
1957,VERDADE,"a bathroom with a sink and a mirror a bathroom with a sink and a mirror . a bathroom with a sink , mirror , and toilet ."
1958,VERDADE,a small dog is playing with a toy . a small dog is playing with a frisbee . a small dog is playing with a toy
1959,FALSO,a close up of a stop sign with a sky background a close up of a stop sign on a pole a close up of a stop sign with a picture on it
1960,FALSO,a view of a street light from a building . a view of a street light from a street . a view of a street light from the side of a building .
1961,FALSO,a woman is playing tennis on a tennis court . a woman is playing tennis on a court . a woman is playing tennis on a court
1962,VERDADE,a man standing next to a boat in the water . a man standing next to a boat on the water . a man standing next to a boat on a river .
1963,FALSO,a statue of a man and a dog sitting on a bench . a statue of a man sitting on a bench with a dog . a statue of a man sitting on a bench next to a dog .
1964,FALSO,a pan filled with lots of different types of food . a bunch of bananas that are in a pan . a pan filled with lots of different kinds of food .
1965,VERDADE,a large building with a clock on the side of it . a large building with a clock on the front of it . a large building with a clock on the front .
1966,FALSO,a sign that reads `` <UNK> '' on a wall . a sign that reads `` <UNK> '' on the side of a building . a sign that says `` <UNK> '' on a wall .
1967,VERDADE,a book and a book on a table . a book and a book on a table a book and a book are on a table .
1968,FALSO,a group of men standing next to each other . a group of men standing next to each other in front of a tv . a group of men standing next to each other in front of a computer .
1969,FALSO,a man in a suit and tie holding a cell phone . a man in a suit and tie standing in front of a stop sign . a man in a suit and tie is holding a cell phone .
1970,FALSO,a white toilet sitting next to a red fire hydrant . a white toilet sitting on top of a grass covered field . a white toilet sitting on top of a sidewalk next to a tree .
1971,FALSO,a black and white photo of a man holding a clock . a black and white photo of a man holding a sign . a black and white photo of a man holding a clock
1972,FALSO,a man and woman laying on a bed . a man and woman laying on a bed with a laptop . a man and woman laying on a bed with a book .
1973,FALSO,a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a microphone
1974,FALSO,a group of people standing around each other . a group of people standing around each other in a street . a group of people standing around each other in front of a building .
1975,FALSO,a collage of photos with a woman holding a teddy bear . a collage of photos with a person holding a pair of scissors a collage of photos with a woman holding a teddy bear
1976,FALSO,a close up of a pair of scissors a close up of a pair of scissors on a table a pair of scissors and a pair of scissors .
1977,FALSO,a group of people standing around a table . a group of people standing around a table a group of people standing around a table with a cake .
1978,FALSO,a group of people standing next to each other . a group of people standing in front of a building . a group of people standing next to each other in front of a building .
1979,VERDADE,a sign that reads `` <UNK> '' on the side of a building . a sign that reads `` <UNK> '' on a pole . a sign that reads `` <UNK> '' is on a pole .
1980,VERDADE,a red stop sign sitting on the side of a road . a stop sign with a sticker on it a stop sign with a sticker on it .
1981,FALSO,a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in front of a microphone a man in a suit and tie standing in a room .
1982,FALSO,a close up of a bunch of doughnuts on a table a close up of a bunch of doughnuts on a plate a close up of a bunch of doughnuts in a box
1983,FALSO,a group of people standing in front of a building . a group of people standing around a table . a group of people standing in front of a large building .
1984,VERDADE,a group of people walking down a street . a group of people standing on top of a snow covered field . a group of people walking down a street next to tall buildings .
1986,FALSO,a laptop computer sitting on top of a table . a laptop computer sitting on top of a desk . a laptop computer sitting on top of a wooden desk .
1987,VERDADE,a wooden shelf filled with lots of books . a wooden shelf filled with lots of different colored vases . a wooden shelf filled with lots of different types of books .
1988,VERDADE,a young boy and a girl brushing their teeth . a man and a little girl brushing their teeth . a young boy and a girl brushing their teeth
1989,FALSO,a woman standing in front of a mirror in a room . a woman standing in front of a mirror holding a cell phone . a woman standing in front of a mirror holding a camera .
1990,FALSO,a man holding a nintendo wii game controller . a man and a woman playing a video game . a man and a woman playing a video game
1991,FALSO,a statue of a man holding a teddy bear . a statue of a person holding a teddy bear . a statue of a man holding a teddy bear
1992,FALSO,a group of people standing next to each other . a group of people sitting on top of a wooden bench . a group of people sitting on top of a wooden table .
1993,FALSO,a view of a mountain with a mountain in the background . a view of a mountain valley and a mountain range . a view of a mountain range with a mountain in the background .
1994,VERDADE,a close up of a urinal in a bath room a close up of a urinal in a bathroom a close up of a urinal in a bathroom sink
1995,VERDADE,a bunch of vases that are on a shelf . a bunch of vases that are on a table . a bunch of vases that are sitting on a shelf .
1996,VERDADE,a group of men standing in a kitchen . a group of men standing around a kitchen . a group of men standing in a kitchen next to each other .
1997,FALSO,a collage of pictures of a man holding a tennis racket . a collage of photos of a man holding a tennis racket . a collage of pictures of a person holding a tennis racket .
1998,VERDADE,a close up of a street sign with a sky background a close up of a sign on a pole a close up of a sign on a building
1999,FALSO,a black and white photo of a man in a suit . a black and white photo of a man in a suit a black and white photo of a man in a suit and tie
2000,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
2002,FALSO,a group of people riding skis down a snow covered slope . a group of people riding snowboards down a snow covered slope . a group of people skiing down a snow covered slope .
2003,FALSO,a man is holding a kite in a field a man is holding a kite in a park a man is holding a kite in front of a building .
2004,VERDADE,a group of people sitting in a room . a group of people sitting on a couch with remotes . a group of people sitting on a couch with a laptop .
2005,VERDADE,a statue of a cow standing in front of a building . a statue of a cow standing next to a building . a statue of a cow standing next to a building
2006,VERDADE,a collage of photos with a person holding a tennis racket a collage of photos of a person holding a tennis racket a collage of photos with a person holding a frisbee
2007,VERDADE,a group of people standing on top of a grass covered field . a group of people sitting on top of a wooden bench . a group of people sitting on top of a bench near a lake .
2009,VERDADE,a close up of a microwave on a shelf a close up of a microwave on a wall a close up of a refrigerator with a lot of magnets
2010,VERDADE,a black and white dog laying on top of a couch . a black and white dog laying on top of a bed . a black and white dog laying on a bed .
2011,VERDADE,a group of people standing next to each other . a group of people standing next to each other on a field . a group of people standing next to each other on a snow covered field .
2012,FALSO,a couple of men standing next to each other . a man and a woman standing next to each other . a man and a woman posing for a picture
2013,VERDADE,a fire hydrant that has been painted blue . a fire hydrant that has been painted red . a fire hydrant that has been painted red and white .
2014,FALSO,a man in a suit and tie holding a baseball bat . a man in a suit and tie holding a baseball glove . a man in a suit and tie standing in front of a microphone .
2015,FALSO,a vase filled with flowers on top of a table . a vase filled with lots of green flowers . a vase filled with flowers on top of a wooden table .
2016,FALSO,a group of people sitting around a table . a group of people standing around a table with a cake . a group of people sitting around a table with a cake .
2017,FALSO,a man wearing a tie and a suit . a young boy wearing a tie and a hat . a young boy wearing a tie and a suit .
2018,VERDADE,a view of a building with a clock on it . a view of a building with a clock on the wall . a view of a building with a clock in the middle .
2019,FALSO,a group of men standing next to each other . a group of men standing next to each other holding surfboards . a group of men standing next to each other in front of a building .
2020,FALSO,a sign that is on top of a table . a sign that is on top of a wall . a sign that is on top of a table
2021,FALSO,a close up of a person holding a pair of scissors a close up of a person holding a frisbee a close up of a stuffed animal on a table
2022,FALSO,a man in a hat is holding a teddy bear . a man in a hat is holding a snowboard . a man is holding a stuffed animal in his hand .
2023,VERDADE,a couple of women sitting on top of a couch . a couple of women sitting on top of a bed . a couple of women sitting on a couch next to each other .
2024,FALSO,a sign that reads `` <UNK> '' on a wall . a sign that says `` <UNK> '' on a wall . a sign that says `` <UNK> '' on it 's side .
2025,FALSO,a person holding a wii remote in front of a television . a woman holding a wii controller in front of a tv . a person holding a wii remote in their hand .
2026,VERDADE,a pair of shoes and a pair of scissors . a pair of shoes and a pair of scissors a pair of shoes sitting on top of a pair of shoes .
2027,VERDADE,a man and woman sitting on a bench . a man and woman sitting on a bench in a park . a man and woman sitting on a bench in front of a building .
2028,VERDADE,a group of people standing in a room . a group of people standing around each other . a group of people standing in a room with remotes .
2029,VERDADE,a couple of men standing next to each other . a couple of men standing next to each other holding wii controllers . a man and a woman standing next to each other .
2030,FALSO,a young boy and a girl playing a video game . a young boy and a girl playing with a wii . a man and a child are playing with a wii .
2031,FALSO,a couple of women standing next to each other . a woman and a man standing next to each other . a couple of women standing next to each other on a field .
2032,VERDADE,a white plate with a cake and a cup of coffee . a white plate with a chocolate cake and a cup of coffee . a white plate with a chocolate cake and a knife .
2033,FALSO,a herd of cattle grazing on a lush green hillside . a herd of cattle grazing on a lush green field . a herd of cattle grazing on a dry grass field .
2034,VERDADE,a man standing next to a white truck . a man standing next to a truck on a road . a man standing next to a truck on a street .
2035,VERDADE,a black and white photo of people on a beach . a black and white photo of people on a beach a black and white photo of people walking on a beach .
2036,VERDADE,a man holding a pair of scissors in his hands . a woman is holding a pair of scissors . a man holding a pair of scissors in his hand .
2037,FALSO,a pair of scissors sitting on top of a table . a pair of scissors sitting on a table . a pair of scissors sitting on a table
2038,VERDADE,a man sitting in a car with a cell phone . a man sitting in a car with a laptop computer . a man sitting in a car with a laptop in his lap .
2039,FALSO,a man holding a tennis racquet on a tennis court . a man holding a tennis racket in his hands . a man holding a tennis racket in his hand .
2040,VERDADE,a man and a woman standing next to each other . a man and woman are standing next to each other . a man and woman are standing next to each other
2041,FALSO,a group of people standing around a table . a group of people standing next to each other . a group of people standing around a table with a cake .
2042,VERDADE,a man sitting on a bench talking on a cell phone . a man sitting on a bench in front of a building . a man sitting on a bench talking on a phone .
2043,FALSO,a black and white photo of a man holding a skateboard . a black and white photo of a man holding a pair of scissors . a black and white photo of a person holding a pair of scissors .
2044,FALSO,a woman in a red shirt and a red tie a woman in a red shirt and a black tie a woman in a red shirt and a red tie .
2045,VERDADE,a woman and a man standing next to each other . a man and woman posing for a picture . a man and woman pose for a picture .
2046,FALSO,a couple of men standing next to each other . two men standing next to each other in front of a building . a couple of men standing next to each other in a parking lot .
2047,VERDADE,a close up of a pair of scissors a close up of a person holding a pair of scissors a close up of a pair of scissors on a bed
2048,VERDADE,a group of people standing next to each other . a group of people standing in a room . a group of people standing next to each other in a room .
2049,VERDADE,a group of men standing next to each other . a group of men standing next to each other on a field . a group of men standing next to each other in a field .
2050,FALSO,a person on a snowboard jumping in the air . a person on a snow board high in the air . a person on a snowboard jumping in the air
2051,VERDADE,a close up of a fire hydrant on a city street a black and white photo of a fire hydrant . a black and white photo of a fire hydrant
2052,FALSO,a group of people standing on top of a lush green field . a group of people standing on top of a grass covered field . a group of people standing on top of a field .
2053,VERDADE,a close up of a person holding a cell phone a close up of a person holding a pair of scissors a close up of a person holding a sign
2054,FALSO,a close up of a cake on a table a close up of a cake on a plate a close up of a cake on a plate on a table
2055,VERDADE,a man riding a wave on top of a surfboard . a man riding a surfboard on top of a wave . a man riding a wave on a surfboard in the ocean .
2056,VERDADE,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a wall . a man in a suit and tie standing in front of a microphone .
2057,VERDADE,a white truck driving down a city street . a white truck driving down a street next to tall buildings . a white truck driving down a street next to a tall building .
2058,FALSO,a woman holding a teddy bear in a store . a woman holding a teddy bear in a store a woman holding a teddy bear in front of a christmas tree .
2059,VERDADE,a street sign on the side of a road . a street sign on the side of the road . a street sign on the side of the road
2060,FALSO,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a wall . a man in a suit and tie standing in front of a sign .
2061,FALSO,a red stop sign sitting on the side of a building . a red stop sign sitting on the side of a road . a red stop sign sitting on top of a metal pole .
2062,FALSO,a small airplane sitting on top of a runway . a small airplane sitting on top of an airport tarmac . a small airplane sitting on top of a tarmac .
2063,VERDADE,a person taking a picture of a television . a person is taking a picture of a television . a person is taking a picture of a television
2064,FALSO,a couple of men standing next to each other . a man and a woman standing next to each other . a couple of men standing next to each other in a room .
2065,FALSO,a person laying on a bed with a blanket . a person laying on a bed with a blanket a person laying on a bed with a sheet .
2066,VERDADE,a restaurant with a lot of tables and chairs a restaurant with a table and chairs in it a restaurant with a lot of tables and chairs .
2067,FALSO,a man and a woman holding a baby . a man and a woman are holding a cake . a man and a woman are holding a cake
2068,VERDADE,a close up of a vase with flowers in it a close up of a vase with flowers on a table a close up of a vase with flowers in it .
2069,VERDADE,a group of people sitting in a room . a group of people sitting on a couch in a living room . a group of people sitting on a couch in a room .
2070,FALSO,a cake shaped like a teddy bear on a table . a cake shaped like a teddy bear on a table a cake shaped like a teddy bear sitting on a table .
2071,FALSO,a man standing in front of a large building . a group of people standing on top of a bridge . a man standing in front of a large building
2072,FALSO,a group of people standing next to each other . a group of people posing for a picture . a group of people posing for a picture
2073,VERDADE,a group of stuffed animals sitting on top of a table . a group of teddy bears sitting on top of a table . a group of teddy bears sitting on a table .
2074,FALSO,a close up of a pair of scissors a close up of a pair of scissors on a table a close up of a pair of scissors and a pair of scissors
2075,VERDADE,a group of people are sitting on a couch . a group of people are sitting on a couch a group of people sitting on a couch playing a game .
2076,VERDADE,a group of chickens standing on top of a grass covered field . a group of birds standing on top of a wooden table . a group of chickens standing on top of a grass field .
2077,FALSO,a group of people standing next to each other . a group of people standing around each other . a group of people standing next to each other in front of a building .
2079,VERDADE,a glass of water and a bottle of wine . a glass of water and a bottle of wine a glass of water and a glass of orange juice
2080,FALSO,a man standing in front of a fire hydrant . a man standing on a sidewalk next to a fire hydrant . a man standing in front of a building with a skateboard .
2081,VERDADE,a building with a clock on the top of it . a building with a clock on the side of it a building with a clock on the side of it .
2082,FALSO,a man standing next to a fire hydrant . a man standing next to a yellow fire hydrant . a man standing in front of a fire hydrant .
2083,FALSO,a cup of coffee sitting on top of a table . a cup of coffee sitting next to a keyboard . a cup of coffee sitting on top of a desk .
2084,VERDADE,a black and white photo of a group of people a black and white photo of a group of children . a black and white photo of a group of children
2085,FALSO,a group of people standing next to each other . a group of people standing around each other . a group of people standing next to each other holding surfboards .
2086,VERDADE,a group of people standing next to each other . a group of men standing next to each other . a group of people standing next to each other in a parking lot .
2087,VERDADE,a group of people standing next to each other . a group of people standing in front of a sign . a group of people standing next to each other in front of a building .
2088,FALSO,a blender sitting on top of a counter . a blender sitting on top of a counter next to a sink . a blender sitting on a counter next to a sink .
2089,VERDADE,a group of people standing in front of a tv . a group of people standing in front of a sign . a group of people standing in front of a large screen .
2090,VERDADE,a large passenger jet flying through a blue sky . a large commercial airplane flying in the sky . a large commercial airplane flying in the sky
2091,VERDADE,a person riding a skate board on a city street a man riding a skateboard down a street . a person riding a skate board on a street
2092,VERDADE,a close up of a person holding a cell phone a close up of a person holding a pair of scissors a close up of a person holding a small pair of scissors
2093,VERDADE,a white plate with some food on it a white plate topped with a piece of cake . a white plate topped with a piece of food .
2094,FALSO,a black and white photo of two people sitting on a bench a black and white photo of two people sitting on a bench . a black and white photo of a man and a woman
2096,FALSO,a person jumping a skate board in the air a person jumping in the air on a skateboard . a man is doing a trick on a skateboard
2097,FALSO,a close up of a statue of a bear a close up of a statue of a person holding a frisbee a close up of a statue of a person holding a cell phone
2098,FALSO,a group of people sitting on a couch with a dog . a group of people sitting on a bench with a dog . a group of people sitting on a bench with a dog
2099,VERDADE,a clock on a wall in a room . a clock on the wall of a building a clock on a wall in a room
2100,VERDADE,a group of people walking down a street . a group of people walking down a street next to tall buildings . a group of people walking down a street next to a building .
2101,VERDADE,a group of people playing a game of tennis . a group of people on a court playing tennis . a group of people playing a game of basketball .
2102,VERDADE,a black and white photo of a bicycle leaning against a tree . a black and white photo of a bicycle leaning against a tree a black and white photo of a bicycle leaning against a pole .
2103,FALSO,a table topped with different types of food . a table topped with lots of different types of food . a table topped with lots of different types of foods .
2104,VERDADE,a woman standing in front of a store window . a woman is standing in front of a store . a woman is standing in front of a store
2105,FALSO,a close up of a cow in a field a black and white cow standing in a field . a close up of a cow in a field of grass
2106,FALSO,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in front of a mirror .
2107,VERDADE,a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in a room . a man in a suit and tie sitting at a table .
2108,FALSO,a couple of dogs are standing in a field a dog is standing in the grass near a fence . a dog is standing in the grass next to a cow .
2109,FALSO,a group of people standing in front of a building . a crowd of people standing around a large building . a group of people standing in front of a large building .
2110,FALSO,a man walking down a street holding a skateboard . a man walking down the street with a suitcase . a man walking down a street holding a suitcase .
2111,FALSO,a black and white photo of a baseball game . a black and white photo of a baseball game a black and white photo of a baseball player
2112,VERDADE,a small boat in a body of water a small plane is flying over a body of water a small plane is flying over a body of water .
2113,VERDADE,a table topped with different types of cakes . a table topped with lots of different types of cake . a table topped with lots of different types of cakes .
2114,FALSO,a couple of men standing next to each other . a couple of men standing next to each other in a room . a couple of men standing next to each other on a tennis court .
2115,FALSO,a pair of scissors sitting on top of a table . a pair of scissors sitting on top of a piece of paper . a pair of scissors sitting on top of a table
2116,VERDADE,a wooden bench sitting in the middle of a forest . a wooden bench sitting in a forest next to trees . a wooden bench sitting in a forest next to a forest .
2117,VERDADE,a crowd of people watching a baseball game . a crowd of people watching a baseball game a crowd of people watching a baseball game in progress .
2118,VERDADE,a herd of giraffe standing on top of a lush green field . a herd of giraffe standing on top of a grass covered field . a herd of giraffe standing next to each other on a field .
2119,VERDADE,a bed with a white sheet on it a bed with a white sheet on it . a white bed with a blue and white striped bedspread .
2121,FALSO,a black and white photo of a man in a suit . a black and white photo of a man in a suit a black and white photo of a man in a suit and tie
2122,VERDADE,a car that is parked next to a fire hydrant . a car that is parked next to a parking meter . a car that is parked in front of a building .
2123,FALSO,a black and white photo of a snow covered mountain . a black and white photo of a snowy mountain a black and white photo of a snowy hill
2124,VERDADE,a person holding a cell phone in their hand . a person holding a smart phone in their hand . a person holding a cell phone in their hand
2125,FALSO,a birthday cake with a train on it a birthday cake with a train on it . a cake shaped like a train on a table .
2126,VERDADE,a group of people standing next to each other . a group of people standing around each other . a group of people standing next to each other holding wii controllers .
2127,VERDADE,a person laying on a beach next to the ocean . a person laying on a beach with a surfboard . a person laying on a beach next to the ocean
2128,FALSO,a woman sitting on a bench in a park . a woman sitting on a bench with a cell phone . a woman sitting on a bench in a park
2129,FALSO,a group of people standing next to each other . a statue of a man holding a baseball bat . a statue of a man holding a baseball bat
2130,FALSO,a pair of shoes sitting on top of a skateboard . a pair of shoes sitting on a skateboard . a pair of shoes sitting on a skateboard
2131,FALSO,a group of people standing on top of a snow covered slope . a group of people standing next to each other on skis . a group of people standing on top of a snow covered ski slope .
2132,VERDADE,a man and a woman standing next to each other . a group of people standing around a table . a man and a woman standing next to each other in a room .
2133,VERDADE,a red stop sign sitting on the side of a road . a stop sign with a sticker on it a stop sign with a sticker on it .
2134,FALSO,a group of people sitting around a table . a group of people sitting around a wooden table . a group of people sitting around a table with food .
2135,VERDADE,a car with a surfboard strapped to the back . a car is parked on the side of the road . a car with a surfboard strapped to the back of it .
2136,VERDADE,a large building with a clock on top . a large building with a clock on the top . a large building with a clock on it
2137,VERDADE,a laptop computer sitting on top of a desk . a laptop computer sitting on top of a table . a laptop computer sitting on top of a wooden desk .
2138,FALSO,a woman is laying on a bed with a book . a woman is laying on a bed with a book a woman is laying on a bed with her hands in her pockets .
2139,FALSO,a man and a dog sitting on a bench . a man and a dog are sitting on a bench . a man and a dog are sitting on a bench
2140,FALSO,a black and white photo of a group of people a black and white photo of a man and a woman a black and white photo of a group of people .
2141,VERDADE,a pile of books sitting on top of a table . a bunch of books that are on a shelf . a pile of books sitting on top of a shelf .
2142,FALSO,a black and white photo of a man in a suit . a black and white photo of a man in a suit a black and white photo of a man in a suit and tie
2143,VERDADE,a close up of a pair of scissors a close up of a pair of scissors on a table a pair of scissors sitting on top of a table .
2144,FALSO,a sign that says `` <UNK> '' on it 's side . a sign that says `` <UNK> '' on a wall . a sign that says `` <UNK> '' on the side of it .
2145,VERDADE,a group of colorful kites hanging from a ceiling . a group of colorful kites hanging from the ceiling . a group of colorful kites hanging from a roof .
2146,VERDADE,an airplane is parked on the runway at the airport . an airplane is parked on the tarmac at an airport . an airplane is parked on the tarmac at the airport .
2147,FALSO,a view of a mountain range from a plane . a view of a mountain range with a mountain in the background . a view of a mountain range with a mountain range in the background .
2148,VERDADE,a person holding a piece of food in their hand . a person is holding a piece of food a person holding a piece of food in their hands .
2149,VERDADE,a white refrigerator freezer sitting next to a wall . a white refrigerator freezer sitting on top of a counter . a white refrigerator freezer sitting on top of a table .
2150,FALSO,a train station with a train on the tracks . a train station with a train on the tracks a train station with a train passing by .
